Relation Data
ID,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5
2360,0.228,0.366,0.810,0.232,0.365
2361,0.889,0.391,0.979,0.841,0.305
2362,0.611,0.630,0.407,0.485,0.078
2363,0.513,0.347,0.752,0.339,0.908
2364,0.597,0.015,0.369,0.956,0.215
2365,0.555,0.164,0.164,0.165,0.794
2366,0.838,0.555,0.184,0.794,0.942
2367,0.518,0.537,0.077,0.676,0.329
2368,0.624,0.586,0.296,0.114,0.744
2369,0.256,0.291,0.779,0.776,0.718
2370,0.846,0.025,0.198,0.121,0.690
2371,0.140,0.654,0.899,0.678,0.671
2372,0.219,0.621,0.363,0.441,0.626
2373,0.691,0.372,0.636,0.985,0.789
2374,0.607,0.839,0.938,0.410,0.182
2375,0.959,0.768,0.757,0.515,0.976
2376,0.710,0.556,0.195,0.300,0.621
2377,0.049,0.075,0.344,0.162,0.567
2378,0.547,0.569,0.909,0.564,0.092
2379,0.903,0.102,0.956,0.037,0.897
2380,0.314,0.931,0.883,0.426,0.933
2381,0.116,0.715,0.046,0.228,0.165
2382,0.969,0.325,0.710,0.362,0.277
2383,0.644,0.664,0.791,0.193,0.935
2384,0.008,0.003,0.349,0.832,0.088
2385,0.869,0.003,0.500,0.627,0.486
2386,0.994,0.208,0.809,0.594,0.830
2387,0.348,0.393,0.932,0.021,0.170
2388,0.831,0.394,0.783,0.995,0.595
2389,0.594,0.931,0.022,0.304,0.710
2390,0.119,0.158,0.797,0.057,0.580
2391,0.463,0.969,0.869,0.180,0.931
2392,0.081,0.211,0.890,0.311,0.245
2393,0.741,0.775,0.591,0.953,0.322
2394,0.193,0.587,0.855,0.098,0.197
2395,0.798,0.467,0.722,0.043,0.319
2396,0.125,0.853,0.340,0.152,0.304
2397,0.950,0.564,0.668,0.358,0.601
2398,0.625,0.361,0.854,0.367,0.685
2399,0.256,0.933,0.142,0.679,0.509
2400,0.549,0.569,0.828,0.806,0.009
2401,0.915,0.995,0.144,0.978,0.131
2402,0.894,0.439,0.991,0.508,0.013
2403,0.206,0.554,0.490,0.617,0.269
2404,0.147,0.678,0.331,0.997,0.742
2405,0.027,0.630,0.142,0.024,0.556
2406,0.017,0.709,0.129,0.623,0.811
2407,0.632,0.550,0.965,0.207,0.242
2408,0.855,0.276,0.757,0.664,0.977
2409,0.014,0.463,0.281,0.160,0.541
2410,0.454,0.378,0.052,0.413,0.598
2411,0.908,0.092,0.878,0.486,0.089
2412,0.062,0.168,0.909,0.193,0.614
2413,0.187,0.354,0.461,0.650,0.597
2414,0.043,0.543,0.663,0.085,0.749
2415,0.263,0.546,0.822,0.946,0.765
2416,0.901,0.731,0.853,0.313,0.601
2417,0.190,0.597,0.106,0.197,0.254
2418,0.999,0.475,0.782,0.272,0.494
2419,0.740,0.101,0.061,0.279,0.824
2420,0.005,0.386,0.091,0.448,0.835
2421,0.612,0.929,0.344,0.970,0.804
2422,0.647,0.488,0.557,0.427,0.567
2423,0.767,0.376,0.088,0.191,0.869
2424,0.943,0.405,0.626,0.417,0.165
2425,0.207,0.568,0.546,0.325,0.730
2426,0.559,0.183,0.703,0.379,0.757
2427,0.257,0.933,0.941,0.644,0.966
2428,0.015,0.810,0.939,0.986,0.993
2429,0.945,0.482,0.227,0.499,0.749
2430,0.003,0.314,0.702,0.034,0.506
2431,0.501,0.741,0.538,0.458,0.116
2432,0.362,0.206,0.097,0.969,0.336
2433,0.596,0.957,0.363,0.177,0.337
2434,0.130,0.487,0.859,0.483,0.887
2435,0.014,0.490,0.016,0.030,0.647
2436,0.373,0.503,0.728,0.228,0.481
2437,0.072,0.683,0.764,0.134,0.498
2438,0.154,0.394,0.595,0.120,0.769
2439,0.883,0.367,0.772,0.061,0.710
2440,0.209,0.653,0.359,0.179,0.276
2441,0.312,0.001,0.304,0.330,0.505
2442,0.850,0.358,0.674,0.740,0.707
2443,0.135,0.315,0.706,0.582,0.925
2444,0.872,0.663,0.689,0.156,0.913
2445,0.061,0.706,0.435,0.741,0.356
2446,0.084,0.488,0.118,0.980,0.139
2447,0.082,0.060,0.947,0.244,0.585
2448,0.627,0.374,0.700,0.247,0.583
2449,0.532,0.742,0.629,0.913,0.658
2450,0.733,0.869,0.435,0.894,0.768
2451,0.647,0.176,0.170,0.831,0.740
2452,0.751,0.760,0.129,0.087,0.706
2453,0.553,0.464,0.106,0.700,0.756
2454,0.285,0.840,0.412,0.899,0.615
2455,0.170,0.283,0.503,0.159,0.944
2456,0.552,0.711,0.740,0.374,0.554
2457,0.519,0.651,0.466,0.920,0.974
2458,0.646,0.562,0.153,0.853,0.079
2459,0.293,0.014,0.900,0.108,0.393
2460,0.311,0.635,0.004,0.820,0.966
2461,0.137,0.323,0.621,0.695,0.956
2462,0.134,0.782,0.228,0.493,0.512
2463,0.096,0.768,0.768,0.276,0.709
2464,0.313,0.486,0.268,0.606,0.529
2465,0.711,0.540,0.742,0.088,0.252
2466,0.479,0.921,0.805,0.067,0.246
2467,0.809,0.399,0.637,0.902,0.654
2468,0.465,0.238,0.251,0.388,0.044
2469,0.500,0.729,0.799,0.223,0.455
2470,0.647,0.350,0.369,0.537,0.714
2471,0.065,0.901,0.612,0.033,0.617
2472,0.003,0.190,0.712,0.360,0.323
2473,0.433,0.828,0.633,0.489,0.413
2474,0.692,0.048,0.207,0.369,0.328
2475,0.873,0.860,0.374,0.571,0.837
2476,0.723,0.916,0.459,0.883,0.400
2477,0.375,0.439,0.413,0.597,0.283
2478,0.436,0.602,0.128,0.553,0.025
2479,0.182,0.911,0.571,0.793,0.927
2480,0.760,0.155,0.458,0.732,0.991
2481,0.908,0.478,0.790,0.189,0.437
2482,0.688,0.886,0.035,0.193,0.977
2483,0.211,0.727,0.498,0.120,0.447
2484,0.363,0.397,0.677,0.078,0.654
2485,0.587,0.308,0.011,0.442,0.585
2486,0.914,0.644,0.820,0.693,0.799
2487,0.446,0.081,0.081,0.429,0.962
2488,0.340,0.463,0.429,0.922,0.437
2489,0.467,0.172,0.778,0.636,0.750
2490,0.692,0.583,0.729,0.324,0.677
2491,0.577,0.358,0.353,0.983,0.234
2492,0.799,0.903,0.450,0.817,0.937
2493,0.721,0.809,0.666,0.925,0.147
2494,0.091,0.555,0.815,0.710,0.308
2495,0.458,0.521,0.743,0.093,0.962
2496,0.590,0.662,0.638,0.397,0.621
2497,0.121,0.541,0.478,0.628,0.375
2498,0.091,0.859,0.298,0.591,0.151
2499,0.578,0.881,0.752,0.992,0.770
2500,0.396,0.027,0.375,0.400,0.954
2501,0.197,0.734,0.021,0.246,0.787
2502,0.502,0.711,0.683,0.039,0.522
2503,0.425,0.231,0.787,0.999,0.961
2504,0.731,0.549,0.650,0.616,0.366
2505,0.910,0.512,0.414,0.997,0.344
2506,0.417,0.461,0.279,0.168,0.257
2507,0.576,0.832,0.234,0.982,0.885
2508,0.239,0.305,0.754,0.429,0.348
2509,0.804,0.772,0.201,0.122,0.752
2510,0.104,0.207,0.334,0.292,0.249
2511,0.318,0.467,0.123,0.276,0.682
2512,0.547,0.559,0.134,0.427,0.011
2513,0.673,0.098,0.226,0.400,0.197
2514,0.417,0.052,0.347,0.385,0.922
2515,0.119,0.318,0.087,0.724,0.554
2516,0.601,0.630,0.169,0.845,0.274
2517,0.948,0.896,0.466,0.281,0.561
2518,0.195,0.372,0.287,0.680,0.834
2519,0.272,0.670,0.667,0.210,0.641
2520,0.887,0.558,0.966,0.486,0.436
2521,0.175,0.184,0.762,0.833,0.567
2522,0.902,0.148,0.329,0.216,0.959
2523,0.655,0.581,0.438,0.121,0.104
2524,0.127,0.925,0.029,0.121,0.303
2525,0.180,0.759,0.675,0.216,0.922
2526,0.677,0.578,0.442,0.167,0.846
2527,0.591,0.449,0.822,0.447,0.962
2528,0.095,0.065,0.556,0.284,0.184
2529,0.727,0.139,0.517,0.746,0.168
2530,0.318,0.928,0.642,0.851,0.802
2531,0.471,0.095,0.935,0.863,0.814
2532,0.976,0.728,0.415,0.840,0.027
2533,0.773,0.532,0.942,0.700,0.653
2534,0.229,0.833,0.982,0.377,0.447
2535,0.935,0.380,0.306,0.960,0.611
2536,0.242,0.179,0.352,0.641,0.709
2537,0.719,0.309,0.389,0.903,0.690
2538,0.225,0.033,0.388,0.018,0.497
2539,0.099,0.567,0.807,0.987,0.270
2540,0.433,0.614,0.791,0.131,0.999
2541,0.376,0.887,0.045,0.827,0.767
2542,0.207,0.870,0.294,0.550,0.399
2543,0.560,0.632,0.710,0.870,0.022
2544,0.301,0.774,0.708,0.762,0.988
2545,0.735,0.716,0.970,0.345,0.413
2546,0.128,0.693,0.619,0.949,0.512
2547,0.650,0.491,0.342,0.020,0.073
2548,0.745,0.590,0.386,0.676,0.901
2549,0.054,0.050,0.471,0.561,0.116
2550,0.333,0.715,0.021,0.071,0.872
2551,0.685,0.651,0.458,0.403,0.340
2552,0.643,0.718,0.557,0.193,0.008
2553,0.139,0.524,0.852,0.099,0.561
2554,0.360,0.784,0.534,0.170,0.170
2555,0.812,0.106,0.059,0.660,0.737
2556,0.173,0.903,0.333,0.273,0.039
2557,0.228,0.134,0.161,0.076,0.272
2558,0.497,0.941,0.645,0.368,0.529
2559,0.353,0.435,0.086,0.589,0.760
2560,0.470,0.161,0.581,0.295,0.881
2561,0.313,0.092,0.664,0.517,0.682
2562,0.943,0.655,0.596,0.517,0.790
2563,0.471,0.910,0.126,0.181,0.890
2564,0.530,0.892,0.857,0.173,0.574
2565,0.303,0.180,0.334,0.365,0.546
2566,0.229,0.093,0.210,0.206,0.545
2567,0.370,0.128,0.984,0.482,0.667
2568,0.074,0.193,0.823,0.060,0.586
2569,0.944,0.673,0.818,0.348,0.595
2570,0.625,0.834,0.835,0.032,0.836
2571,0.183,0.095,0.785,0.997,0.110
2572,0.702,0.814,0.105,0.655,0.098
2573,0.033,0.597,0.962,0.887,0.305
2574,0.667,0.010,0.075,0.668,0.532
2575,0.184,0.956,0.023,0.998,0.573
2576,0.059,0.380,0.924,0.384,0.606
2577,0.031,0.094,0.188,0.956,0.680
2578,0.546,0.947,0.834,0.658,0.652
2579,0.973,0.543,0.846,0.095,0.005
2580,0.901,0.799,0.407,0.584,0.443
2581,0.890,0.960,0.761,0.247,0.998
2582,0.083,0.001,0.829,0.354,0.535
2583,0.783,0.746,0.723,0.665,0.052
2584,0.883,0.979,0.438,0.136,0.941
2585,0.506,0.953,0.181,0.286,0.557
2586,0.198,0.465,0.162,0.889,0.592
2587,0.180,0.247,0.508,0.251,0.383
2588,0.662,0.338,0.058,0.891,0.849
2589,0.989,0.328,0.789,0.176,0.557
2590,0.278,0.109,0.731,0.585,0.564
2591,0.974,0.542,0.878,0.869,0.163
2592,0.366,0.874,0.903,0.627,0.273
2593,0.646,0.180,0.943,0.472,0.432
2594,0.654,0.109,0.238,0.787,0.615
2595,0.320,0.305,0.066,0.248,0.600
2596,0.833,0.974,0.922,0.238,0.873
2597,0.334,0.556,0.993,0.298,0.072
2598,0.425,0.939,0.324,0.645,0.331
2599,0.640,0.062,0.784,0.394,0.070
2600,0.043,0.495,0.621,0.317,0.274
2601,0.679,0.015,0.657,0.208,0.646
2602,0.225,0.017,0.905,0.025,0.661
2603,0.191,0.849,0.279,0.520,0.446
2604,0.066,0.099,0.432,0.299,0.661
2605,0.446,0.260,0.315,0.449,0.910
2606,0.160,0.761,0.089,0.351,0.155
2607,0.816,0.010,0.497,0.342,0.838
2608,0.475,0.281,0.335,0.870,0.319
2609,0.243,0.707,0.166,0.262,0.214
2610,0.008,0.035,0.198,0.864,0.374
2611,0.696,0.545,0.423,0.916,0.165
2612,0.555,0.016,0.802,0.418,0.470
2613,0.630,0.408,0.197,0.548,0.680
2614,0.009,0.867,0.266,0.485,0.210
2615,0.680,0.484,0.769,0.734,0.634
2616,0.921,0.453,0.235,0.895,0.094
2617,0.606,0.531,0.381,0.774,0.385
2618,0.007,0.700,0.073,0.231,0.986
2619,0.098,0.546,0.340,0.533,0.445
2620,0.035,0.686,0.513,0.588,0.566
2621,0.446,0.705,0.581,0.278,0.720
2622,0.444,0.410,0.237,0.864,0.563
2623,0.821,0.003,0.578,0.366,0.790
2624,0.977,0.142,0.007,0.971,0.877
2625,0.817,0.907,0.209,0.192,0.522
2626,0.778,0.790,0.086,0.298,0.437
2627,0.690,0.017,0.991,0.800,0.491
2628,0.288,0.812,0.389,0.984,0.872
2629,0.137,0.217,0.756,0.077,0.985
2630,0.149,0.183,0.078,0.094,0.696
2631,0.366,0.887,0.414,0.735,0.464
2632,0.076,0.152,0.837,0.816,0.464
2633,0.187,0.708,0.976,0.999,0.808
2634,0.768,0.526,0.298,0.234,0.031
2635,0.092,0.629,0.322,0.260,0.516
2636,0.667,0.166,0.840,0.534,1.000
2637,0.078,0.943,0.649,0.186,0.539
2638,0.311,0.080,0.177,0.296,0.451
2639,0.818,0.002,0.720,0.101,0.872
2640,0.969,0.903,0.584,0.674,0.030
2641,0.769,0.070,0.543,0.603,0.602
2642,0.820,0.775,0.885,0.029,0.218
2643,0.663,0.625,0.453,0.743,0.260
2644,0.384,0.332,0.079,0.225,0.552
2645,0.513,0.251,0.409,0.783,0.017
2646,0.995,0.190,0.036,0.324,0.587
2647,0.711,0.132,0.164,0.999,0.293
2648,0.571,0.322,0.558,0.298,0.394
2649,0.737,0.261,0.627,0.002,0.444
2650,0.505,0.854,0.227,0.555,0.291
2651,0.725,0.362,0.504,0.863,0.373
2652,0.568,0.268,0.374,0.144,0.802
2653,0.121,0.389,0.371,0.417,0.755
2654,0.933,0.772,0.644,0.270,0.399
2655,0.417,0.468,0.641,0.775,0.359
2656,0.805,0.733,0.586,0.097,0.467
2657,0.836,0.438,0.008,0.138,0.022
2658,0.250,0.775,0.468,0.282,0.088
2659,0.608,0.440,0.565,0.036,0.764
2660,0.356,0.337,0.668,0.457,0.155
2661,0.201,0.499,0.768,0.290,0.467
2662,0.276,0.555,0.038,0.295,0.076
2663,0.711,0.975,0.169,0.951,0.307
2664,0.305,0.023,0.317,0.316,0.877
2665,0.307,0.350,0.631,0.028,0.614
2666,0.424,0.045,0.809,0.290,0.002
2667,0.699,0.811,0.619,0.470,0.268
2668,0.507,0.747,0.118,0.808,0.999
2669,0.497,0.839,0.765,0.104,0.657
2670,0.139,0.109,0.949,0.065,0.755
2671,0.938,0.644,0.083,0.499,0.199
2672,0.132,0.624,0.955,0.335,0.025
2673,0.943,0.303,0.798,0.085,0.804
2674,0.858,0.350,0.027,0.505,0.874
2675,0.000,0.483,0.432,0.793,0.223
2676,0.304,0.517,0.381,0.857,0.842
2677,0.968,0.142,0.686,0.500,0.152
2678,1.000,0.251,0.640,0.323,0.449
2679,0.888,0.872,0.205,0.323,0.326
2680,0.863,0.090,0.860,0.444,0.074
2681,0.194,0.964,0.940,0.240,0.512
2682,0.452,0.733,0.985,0.316,0.570
2683,0.898,0.707,0.713,0.291,0.805
2684,0.737,0.422,0.699,0.935,0.845
2685,0.019,0.307,0.509,0.332,0.433
2686,0.270,0.705,0.338,0.394,0.304
2687,0.704,0.491,0.876,0.539,0.247
2688,0.688,0.309,0.706,0.676,0.635
2689,0.479,0.807,0.685,0.743,0.597
2690,0.849,0.107,0.135,0.972,0.331
2691,0.128,0.777,0.071,0.920,0.226
2692,0.237,0.552,0.122,0.031,0.156
2693,0.992,0.868,0.997,0.287,0.662
2694,0.604,0.494,0.865,0.648,0.863
2695,0.457,0.178,0.027,0.340,0.226
2696,0.395,0.634,0.143,0.569,0.136
2697,0.112,0.272,0.192,0.784,0.603
2698,0.333,0.207,0.259,0.431,0.194
2699,0.151,0.814,0.551,0.556,0.128
2700,0.443,0.392,0.406,0.589,0.640
2701,0.942,0.931,0.048,0.594,0.582
2702,0.756,0.785,0.371,0.213,0.284
2703,0.195,0.272,0.695,0.543,0.994
2704,0.371,0.468,0.153,0.929,0.152
2705,0.504,0.959,0.983,0.302,0.406
2706,0.420,0.323,0.963,0.570,0.057
2707,0.418,0.171,0.789,0.157,0.785
2708,0.783,0.607,0.429,0.832,0.916
2709,0.996,0.512,0.117,0.843,0.676
2710,0.069,0.161,0.277,0.467,0.712
2711,0.597,0.237,0.639,0.113,0.097
2712,0.999,0.087,0.536,0.963,0.174
2713,0.553,0.420,0.731,0.614,0.811
2714,0.812,0.411,0.673,0.908,0.207
2715,0.242,0.332,0.076,0.792,0.960
2716,0.842,0.919,0.181,0.599,0.811
2717,0.814,0.477,0.813,0.145,0.266
2718,0.890,0.537,0.822,0.099,0.224
2719,0.563,0.280,0.979,0.232,0.279
2720,0.077,0.741,0.223,0.366,0.591
2721,0.378,0.353,0.747,0.748,0.376
2722,0.669,0.437,0.134,0.259,0.370
2723,0.251,0.436,0.850,0.712,0.495
2724,0.802,0.743,0.634,0.898,0.617
2725,0.947,0.527,0.005,0.162,0.458
2726,0.490,0.202,0.832,0.769,0.069
2727,0.338,0.877,0.997,0.745,0.635
2728,0.139,0.305,0.362,0.216,0.879
2729,0.813,0.295,0.113,0.596,0.010
2730,0.389,0.047,0.674,0.981,0.614
2731,0.650,0.807,0.421,0.928,0.016
2732,0.430,0.501,0.078,0.667,0.772
2733,0.131,0.907,0.051,0.743,0.077
2734,0.312,0.701,0.599,0.663,0.116
2735,0.021,0.213,0.536,0.035,0.495
2736,0.809,0.040,0.350,0.776,0.250
2737,0.316,0.092,0.712,0.287,0.116
2738,0.331,0.905,0.727,0.708,0.646
2739,0.755,0.119,0.949,0.964,0.313
2740,0.390,0.758,0.726,0.447,0.861
2741,0.788,0.795,0.988,0.171,0.030
2742,0.595,0.536,0.991,0.462,0.716
2743,0.561,0.786,0.633,0.639,0.280
2744,0.569,0.217,0.276,0.539,0.276
2745,0.203,0.744,0.601,0.379,0.321
2746,0.171,0.307,0.377,0.759,0.349
2747,0.532,0.066,0.967,0.738,0.275
2748,0.869,0.609,0.661,0.961,0.042
2749,0.287,0.548,0.776,0.293,0.731
2750,0.705,0.902,0.179,0.525,0.422
2751,0.579,0.687,0.315,0.196,0.778
2752,0.556,0.667,0.449,0.135,0.226
2753,0.371,0.423,0.472,0.785,0.084
2754,0.851,0.915,0.922,0.604,0.606
2755,0.102,0.682,0.987,0.762,0.452
2756,0.775,0.956,0.432,0.799,0.301
2757,0.733,0.262,0.957,0.006,0.517
2758,0.735,0.939,0.605,0.311,0.247
2759,0.615,0.294,0.707,0.510,0.589
2760,0.289,0.526,0.961,0.923,0.132
2761,0.923,0.741,0.153,0.529,0.703
2762,0.287,0.703,0.718,0.061,0.727
2763,0.446,0.673,0.958,0.105,0.613
2764,0.017,0.606,0.879,0.698,0.142
2765,0.331,0.326,0.321,0.883,0.197
2766,0.189,0.214,0.069,0.333,0.411
2767,0.657,0.403,0.864,0.826,0.686
2768,0.436,0.719,0.474,0.388,0.832
2769,0.340,0.576,0.393,0.732,0.518
2770,0.291,0.470,0.793,0.141,0.066
2771,0.778,0.401,0.643,0.796,0.881
2772,0.609,0.335,0.994,0.137,0.608
2773,0.606,0.909,0.416,0.928,0.169
2774,0.819,0.417,0.072,0.171,0.764
2775,0.038,0.039,0.989,0.612,0.342
2776,0.011,0.960,0.671,0.671,0.501
2777,0.128,0.027,0.387,0.445,0.346
2778,0.402,0.518,0.007,0.679,0.610
2779,0.304,0.400,0.159,0.630,0.303
2780,0.610,0.338,0.884,0.211,0.755
2781,0.017,0.592,0.018,0.710,0.737
2782,0.930,0.472,0.782,0.337,0.328
2783,0.056,0.450,0.952,0.422,0.866
2784,0.619,0.311,0.062,0.844,0.408
2785,0.095,0.314,0.770,0.220,0.417
2786,0.559,0.332,0.740,0.187,0.645
2787,0.352,0.537,0.251,0.551,0.947
2788,0.158,0.712,0.160,0.013,0.955
2789,0.739,0.552,0.897,0.393,0.561
2790,0.715,0.570,0.262,0.022,0.648
2791,0.906,0.041,0.255,0.665,0.898
2792,0.647,0.579,0.094,0.778,0.923
2793,0.657,0.690,0.051,0.532,0.371
2794,0.805,0.373,0.373,0.566,0.779
2795,0.075,0.221,0.069,0.063,0.878
2796,0.083,0.904,0.309,0.007,0.663
2797,0.666,0.029,0.477,0.406,0.385
2798,0.451,0.809,0.833,0.011,0.896
2799,0.790,0.257,0.876,0.331,0.212
2800,0.507,0.089,0.748,0.683,0.016
2801,0.848,0.682,0.716,0.447,0.075
2802,0.482,0.326,0.070,0.614,0.922
2803,0.228,0.272,0.476,0.352,0.604
2804,0.884,0.259,0.877,0.084,0.523
2805,0.908,0.980,0.244,0.757,0.465
2806,0.599,0.443,0.707,0.305,0.913
2807,0.278,0.655,0.623,0.996,0.276
2808,0.323,0.622,0.059,0.693,0.754
2809,0.941,0.217,0.462,0.152,0.321
2810,0.579,0.397,0.601,0.451,0.010
2811,0.713,0.326,0.191,0.072,0.851
2812,0.035,0.100,0.510,0.317,0.944
2813,0.316,0.139,0.991,0.255,0.344
2814,0.152,0.945,0.258,0.227,0.646
2815,0.287,0.688,0.940,0.684,0.008
2816,0.694,0.545,0.275,0.077,0.546
2817,0.829,0.472,0.294,0.235,0.665
2818,0.204,0.513,0.224,0.321,0.561
2819,0.887,0.925,0.287,0.977,0.754
2820,0.918,0.980,0.196,0.592,0.522
2821,0.833,0.916,0.255,0.129,0.901
2822,0.769,0.365,0.571,0.059,0.644
2823,0.268,0.932,0.300,0.380,0.486
2824,0.400,0.419,0.563,0.927,0.154
2825,0.592,0.490,0.451,0.840,0.963
2826,0.353,0.520,0.869,0.380,0.364
2827,0.839,0.649,0.838,0.842,0.812
2828,0.840,0.038,0.253,0.628,0.945
2829,0.685,0.812,0.543,0.809,0.813
2830,0.538,0.704,0.145,0.481,0.587
2831,0.448,0.784,0.610,0.280,0.558
2832,0.190,0.636,0.479,0.428,0.703
2833,0.900,0.892,0.386,0.072,0.375
2834,0.419,0.724,0.141,0.421,0.883
2835,0.119,0.929,0.739,0.366,0.213
2836,0.934,0.600,0.883,0.078,0.240
2837,0.721,0.320,0.186,0.871,0.864
2838,0.412,0.276,0.876,0.360,0.014
2839,0.225,0.864,0.274,0.089,0.588
2840,0.027,0.839,0.636,0.039,0.212
2841,0.161,0.251,0.281,0.292,0.881
2842,0.141,0.378,0.877,0.677,0.175
2843,0.644,0.423,0.003,0.003,0.371
2844,0.905,0.445,0.371,0.706,0.525
2845,0.422,0.475,0.934,0.394,0.737
2846,0.651,0.278,0.697,0.667,0.701
2847,0.070,0.644,0.846,0.925,0.810
2848,0.417,0.200,0.253,0.214,0.394
2849,0.589,0.938,0.799,0.168,0.591
2850,0.930,0.956,0.278,0.108,0.402
2851,0.738,0.078,0.048,0.900,0.773
2852,0.913,0.393,0.230,0.842,0.602
2853,0.362,0.516,0.622,0.239,0.221
2854,0.828,0.046,0.512,0.556,0.387
2855,0.523,0.034,0.409,0.656,0.001
2856,0.706,0.800,0.541,0.473,0.717
2857,0.576,0.514,0.069,0.621,0.379
2858,0.756,0.324,0.866,0.845,0.251
2859,0.546,0.252,0.776,0.397,0.479
2860,0.067,0.131,0.867,0.609,0.063
2861,0.171,0.332,0.522,0.009,0.981
2862,0.213,0.718,0.298,0.901,0.772
2863,0.138,0.958,0.107,0.734,0.465
2864,0.471,0.680,0.102,0.951,0.009
2865,0.056,0.979,0.110,0.038,0.636
2866,0.051,0.133,0.761,0.696,0.816
2867,0.288,0.546,0.471,0.771,0.890
2868,0.303,0.424,0.584,0.629,0.752
2869,0.273,0.656,0.212,0.671,0.295
2870,0.614,0.273,0.503,0.809,0.999
2871,0.472,0.148,0.483,0.836,0.535
2872,0.379,0.325,0.799,0.763,0.074
2873,0.753,0.442,0.179,0.385,0.174
2874,0.310,0.061,0.042,0.872,0.781
2875,0.073,0.196,0.806,0.170,0.603
2876,0.641,0.139,0.981,0.184,0.739
2877,0.931,0.174,0.074,0.129,0.440
2878,0.972,0.175,0.117,0.905,0.047
2879,0.471,0.678,0.535,0.888,0.071
2880,0.157,0.635,0.772,0.768,0.101
2881,0.476,0.043,0.752,0.098,0.556
2882,0.332,0.727,0.192,0.343,0.950
2883,0.245,0.178,0.486,0.928,0.483
2884,0.076,0.723,0.077,0.065,0.162
2885,0.400,0.013,0.761,0.217,0.611
2886,0.301,0.084,0.054,0.431,0.726
2887,0.837,0.975,0.647,0.279,0.677
2888,0.534,0.647,0.553,0.608,0.862
2889,0.883,0.172,0.121,0.879,0.403
2890,0.297,0.385,0.882,0.485,0.450
2891,0.493,0.389,0.324,0.700,0.270
2892,0.608,0.066,0.712,0.558,0.585
2893,0.210,0.280,0.230,0.891,0.558
2894,0.759,0.373,0.713,0.426,0.232
2895,0.241,0.336,0.814,0.342,0.611
2896,0.295,0.567,0.466,0.094,0.948
2897,0.354,0.319,0.832,0.782,0.456
2898,0.117,0.749,0.595,0.938,0.168
2899,0.190,0.543,0.773,0.111,0.341
2900,0.171,0.885,0.060,0.324,0.745
2901,0.863,0.608,0.194,0.614,0.328
2902,0.951,0.407,0.857,0.533,0.427
2903,0.468,0.170,0.807,0.407,0.605
2904,0.830,0.872,0.757,0.299,0.545
2905,0.901,0.110,0.421,0.204,0.421
2906,0.754,0.539,0.846,0.811,0.254
2907,0.678,0.660,0.209,0.857,0.467
2908,0.447,0.065,0.295,0.110,0.802
2909,0.493,0.894,0.084,0.183,0.790
2910,0.747,0.820,0.175,0.221,0.315
2911,0.846,0.508,0.203,0.000,0.076
2912,0.790,0.542,0.139,0.959,0.524
2913,0.267,0.355,0.194,0.682,0.894
2914,0.440,0.597,0.007,0.675,0.728
2915,0.488,0.264,0.493,0.459,0.651
2916,0.844,0.595,0.754,0.538,0.502
2917,0.255,0.667,0.876,0.512,0.845
2918,0.209,0.248,0.176,0.455,0.375
2919,0.552,0.499,0.431,0.005,0.443
2920,0.746,0.684,0.703,0.015,0.816
2921,0.621,0.167,0.995,0.599,0.898
2922,0.007,0.682,0.976,0.975,0.536
2923,0.704,0.690,0.606,0.093,0.417
2924,0.116,0.019,0.138,0.439,0.849
2925,0.499,0.789,0.373,0.120,0.478
2926,0.423,0.260,0.273,0.085,0.724
2927,0.653,0.923,0.246,0.844,0.527
2928,0.975,0.107,0.376,0.412,0.357
2929,0.523,0.470,0.216,0.204,0.813
2930,0.745,0.269,0.215,0.795,0.604
2931,0.945,0.112,0.374,0.209,0.130
2932,0.402,0.573,0.595,0.442,0.184
2933,0.992,0.414,0.798,0.330,0.077
2934,0.316,0.442,0.198,0.517,0.269
2935,0.967,0.956,0.290,0.011,0.257
2936,0.741,0.606,0.377,0.484,0.091
2937,0.051,0.467,0.497,0.548,0.732
2938,0.500,0.974,0.892,0.121,0.714
2939,0.697,0.177,0.597,0.864,0.203
2940,0.672,0.389,0.716,0.815,0.801
2941,0.745,0.412,0.785,0.425,0.657
2942,0.764,0.863,0.129,0.427,0.318
2943,0.102,0.709,0.658,0.510,0.147
2944,0.723,0.017,0.354,0.544,0.781
2945,0.260,0.875,0.849,0.244,0.539
2946,0.944,0.438,0.137,0.012,0.261
2947,0.956,0.375,0.087,0.970,0.282
2948,0.838,0.459,0.799,0.755,0.466
2949,0.213,0.690,0.128,0.277,0.917
2950,0.570,0.402,0.147,0.560,0.323
2951,0.261,0.272,0.614,0.017,0.283
2952,0.441,0.311,0.150,0.502,0.650
2953,0.388,0.003,0.171,0.150,0.239
2954,0.204,0.770,0.680,0.356,0.223
2955,0.410,0.523,0.423,0.889,0.766
2956,0.042,0.244,0.918,0.620,0.480
2957,0.911,0.105,0.875,0.193,0.286
2958,0.116,0.649,0.911,0.907,0.706
2959,0.674,0.294,0.887,0.838,0.775
2960,0.831,0.260,0.383,0.633,0.084
2961,0.456,0.990,0.387,0.384,0.317
2962,0.305,0.899,0.344,0.101,0.886
2963,0.640,0.991,0.440,0.082,0.254
2964,0.857,0.106,0.625,0.810,0.154
2965,0.733,0.910,0.623,0.993,0.362
2966,0.758,0.354,0.679,0.786,0.948
